LECROYWP804HD,2603,Waveform
Segments,1,SegmentSize,8652
Segment,TrigTime,TimeSinceSegment1
#1,02-Oct-2023 05:41:26,0                 
Time,Ampl
8.489807e+07,-58.3471
8.493622e+07,-58.7166
8.497437e+07,-58.4313
8.501251e+07,-58.3123
8.505066e+07,-57.8519
8.508881e+07,-57.9761
8.512695e+07,-57.9131
8.51651e+07,-57.7664
8.520325e+07,-58.5172
8.524139e+07,-58.2664
8.527954e+07,-58.3113
8.531769e+07,-58.4791
8.535583e+07,-57.9657
8.539398e+07,-58.4428
8.543213e+07,-58.6638
8.547028e+07,-58.395
8.550842e+07,-58.3401
8.554657e+07,-58.4517
8.558472e+07,-58.5383
8.562286e+07,-58.4561
8.566101e+07,-58.6374
8.569916e+07,-58.1614
8.57373e+07,-58.7675
8.577545e+07,-58.7652
8.58136e+07,-58.8309
8.585175e+07,-59.079
8.588989e+07,-58.6798
8.592804e+07,-58.2982
8.596619e+07,-58.5441
8.600433e+07,-58.3585
8.604248e+07,-58.6514
8.608063e+07,-58.91
8.611877e+07,-58.9018
8.615692e+07,-58.4302
8.619507e+07,-58.6586
8.623322e+07,-59.2024
8.627136e+07,-58.6796
8.630951e+07,-58.8185
8.634766e+07,-59.1895
8.63858e+07,-58.9476
8.642395e+07,-59.1361
8.64621e+07,-58.8395
8.650024e+07,-59.0035
8.653839e+07,-59.0436
8.657654e+07,-59.1458
8.661469e+07,-59.1982
8.665283e+07,-59.7374
8.669098e+07,-59.9948
8.672913e+07,-59.2418
8.676727e+07,-59.2937
8.680542e+07,-59.4204
8.684357e+07,-59.3788
8.688171e+07,-59.1339
8.691986e+07,-58.6578
8.695801e+07,-58.8677
8.699615e+07,-59.6063
8.70343e+07,-59.8348
8.707245e+07,-59.3458
8.71106e+07,-59.3219
8.714874e+07,-58.84
8.718689e+07,-59.3631
8.722504e+07,-59.1714
8.726318e+07,-59.2663
8.730133e+07,-59.5951
8.733948e+07,-60.1899
8.737762e+07,-60.2523
8.741577e+07,-60.017
8.745392e+07,-59.57
8.749207e+07,-59.3367
8.753021e+07,-59.5951
8.756836e+07,-59.6549
8.760651e+07,-59.7384
8.764465e+07,-59.647
8.76828e+07,-60.1316
8.772095e+07,-60.1775
8.775909e+07,-60.0247
8.779724e+07,-59.3659
8.783539e+07,-59.7135
8.787354e+07,-60.2819
8.791168e+07,-60.4582
8.794983e+07,-59.9444
8.798798e+07,-60.2554
8.802612e+07,-60.3239
8.806427e+07,-60.5018
8.810242e+07,-60.4691
8.814056e+07,-59.867
8.817871e+07,-60.729
8.821686e+07,-60.874
8.8255e+07,-60.7006
8.829315e+07,-60.9439
8.83313e+07,-60.7775
8.836945e+07,-60.5913
8.840759e+07,-60.1782
8.844574e+07,-60.2953
8.848389e+07,-60.559
8.852203e+07,-61.0389
8.856018e+07,-60.686
8.859833e+07,-60.8334
8.863647e+07,-61.0229
8.867462e+07,-60.8855
8.871277e+07,-60.7135
8.875092e+07,-61.0529
8.878906e+07,-61.0044
8.882721e+07,-61.1439
8.886536e+07,-61.1836
8.89035e+07,-61.0409
8.894165e+07,-61.0042
8.89798e+07,-61.1266
8.901794e+07,-61.6782
8.905609e+07,-61.7718
8.909424e+07,-61.3024
8.913239e+07,-61.5918
8.917053e+07,-61.8901
8.920868e+07,-61.4999
8.924683e+07,-61.1623
8.928497e+07,-61.5977
8.932312e+07,-61.8082
8.936127e+07,-61.9321
8.939941e+07,-61.8887
8.943756e+07,-61.9137
8.947571e+07,-61.814
8.951385e+07,-61.6337
8.9552e+07,-62.2592
8.959015e+07,-62.6029
8.96283e+07,-61.6246
8.966644e+07,-61.5044
8.970459e+07,-61.8442
8.974274e+07,-62.0896
8.978088e+07,-61.9709
8.981903e+07,-62.2521
8.985718e+07,-62.3597
8.989532e+07,-62.5288
8.993347e+07,-62.6101
8.997162e+07,-62.2677
9.000977e+07,-62.3529
9.004791e+07,-62.9762
9.008606e+07,-63.4123
9.012421e+07,-62.7289
9.016235e+07,-62.3462
9.02005e+07,-62.5065
9.023865e+07,-62.6975
9.027679e+07,-63.4857
9.031494e+07,-62.8666
9.035309e+07,-62.9109
9.039124e+07,-62.9306
9.042938e+07,-62.9979
9.046753e+07,-63.4563
9.050568e+07,-63.2967
9.054382e+07,-63.5741
9.058197e+07,-63.3719
9.062012e+07,-63.5848
9.065826e+07,-63.9356
9.069641e+07,-64.1973
9.073456e+07,-63.8656
9.077271e+07,-64.0618
9.081085e+07,-63.2969
9.0849e+07,-63.4438
9.088715e+07,-63.6604
9.092529e+07,-63.9937
9.096344e+07,-63.9939
9.100159e+07,-64.2837
9.103973e+07,-64.7036
9.107788e+07,-64.4746
9.111603e+07,-64.6311
9.115417e+07,-64.9888
9.119232e+07,-64.6868
9.123047e+07,-64.1641
9.126862e+07,-63.8739
9.130676e+07,-64.1841
9.134491e+07,-64.6907
9.138306e+07,-64.1251
9.14212e+07,-64.085
9.145935e+07,-64.9044
9.14975e+07,-64.7237
9.153564e+07,-64.5376
9.157379e+07,-64.4381
9.161194e+07,-64.6894
9.165009e+07,-65.0997
9.168823e+07,-65.2159
9.172638e+07,-65.7837
9.176453e+07,-65.2146
9.180267e+07,-65.2488
9.184082e+07,-65.3448
9.187897e+07,-65.6205
9.191711e+07,-65.8717
9.195526e+07,-65.9111
9.199341e+07,-65.6755
9.203156e+07,-65.5658
9.20697e+07,-65.9686
9.210785e+07,-66.2513
9.2146e+07,-66.1114
9.218414e+07,-66.1741
9.222229e+07,-66.2217
9.226044e+07,-66.0491
9.229858e+07,-65.5296
9.233673e+07,-66.0531
9.237488e+07,-67.0426
9.241302e+07,-66.7841
9.245117e+07,-66.2845
9.248932e+07,-65.9048
9.252747e+07,-66.3329
9.256561e+07,-67.1707
9.260376e+07,-66.8986
9.264191e+07,-67.2278
9.268005e+07,-67.1498
9.27182e+07,-67.2035
9.275635e+07,-67.2116
9.279449e+07,-67.3924
9.283264e+07,-67.7115
9.287079e+07,-67.5115
9.290894e+07,-67.665
9.294708e+07,-67.8902
9.298523e+07,-67.6381
9.302338e+07,-67.7629
9.306152e+07,-68.0649
9.309967e+07,-67.5691
9.313782e+07,-67.799
9.317596e+07,-67.9429
9.321411e+07,-67.7153
9.325226e+07,-68.3
9.329041e+07,-68.3879
9.332855e+07,-68.5293
9.33667e+07,-68.7655
9.340485e+07,-69.1313
9.344299e+07,-69.3016
9.348114e+07,-68.9376
9.351929e+07,-68.7787
9.355743e+07,-68.7154
9.359558e+07,-68.7867
9.363373e+07,-69.4841
9.367188e+07,-69.7842
9.371002e+07,-69.661
9.374817e+07,-69.6712
9.378632e+07,-70.0004
9.382446e+07,-69.4573
9.386261e+07,-69.5482
9.390076e+07,-69.9342
9.39389e+07,-70.1419
9.397705e+07,-70.4468
9.40152e+07,-70.6007
9.405334e+07,-70.5365
9.409149e+07,-70.555
9.412964e+07,-70.7374
9.416779e+07,-71.0084
9.420593e+07,-70.9534
9.424408e+07,-71.0511
9.428223e+07,-70.8718
9.432037e+07,-71.4626
9.435852e+07,-71.4676
9.439667e+07,-71.3258
9.443481e+07,-71.3095
9.447296e+07,-72.0254
9.451111e+07,-72.4097
9.454926e+07,-72.263
9.45874e+07,-72.6074
9.462555e+07,-72.3012
9.46637e+07,-72.336
9.470184e+07,-72.8624
9.473999e+07,-73.1306
9.477814e+07,-73.4636
9.481628e+07,-73.6363
9.485443e+07,-73.1588
9.489258e+07,-73.3935
9.493073e+07,-73.9028
9.496887e+07,-73.9845
9.500702e+07,-74.0377
9.504517e+07,-74.0587
9.508331e+07,-74.8767
9.512146e+07,-74.8562
9.515961e+07,-74.5313
9.519775e+07,-74.8931
9.52359e+07,-74.9437
9.527405e+07,-74.7743
9.531219e+07,-75.1248
9.535034e+07,-75.2956
9.538849e+07,-75.4771
9.542664e+07,-75.4426
9.546478e+07,-75.8923
9.550293e+07,-76.0192
9.554108e+07,-76.2244
9.557922e+07,-76.733
9.561737e+07,-76.9324
9.565552e+07,-77.0242
9.569366e+07,-77.1717
9.573181e+07,-77.2838
9.576996e+07,-78.1485
9.580811e+07,-78.2587
9.584625e+07,-78.4792
9.58844e+07,-78.4397
9.592255e+07,-78.1785
9.596069e+07,-78.4742
9.599884e+07,-79.1461
9.603699e+07,-79.4066
9.607513e+07,-79.9453
9.611328e+07,-80.3277
9.615143e+07,-79.9959
9.618958e+07,-80.0777
9.622772e+07,-80.102
9.626587e+07,-80.5782
9.630402e+07,-80.8437
9.634216e+07,-81.0855
9.638031e+07,-81.0829
9.641846e+07,-81.6111
9.64566e+07,-82.1211
9.649475e+07,-82.2081
9.65329e+07,-82.372
9.657104e+07,-82.7836
9.660919e+07,-83.0534
9.664734e+07,-83.8938
9.668549e+07,-83.923
9.672363e+07,-83.5176
9.676178e+07,-84.005
9.679993e+07,-84.3978
9.683807e+07,-84.2815
9.687622e+07,-84.6969
9.691437e+07,-84.5925
9.695251e+07,-85.1248
9.699066e+07,-85.3048
9.702881e+07,-85.8415
9.706696e+07,-85.3541
9.71051e+07,-85.6799
9.714325e+07,-85.5228
9.71814e+07,-85.6277
9.721954e+07,-85.5366
9.725769e+07,-85.0834
9.729584e+07,-84.9778
9.733398e+07,-84.6585
9.737213e+07,-84.8488
9.741028e+07,-84.6241
9.744843e+07,-84.3777
9.748657e+07,-83.9884
9.752472e+07,-84.3399
9.756287e+07,-83.9953
9.760101e+07,-83.1019
9.763916e+07,-83.1292
9.767731e+07,-83.3051
9.771545e+07,-82.9997
9.77536e+07,-82.9195
9.779175e+07,-82.2924
9.78299e+07,-82.396
9.786804e+07,-81.8044
9.790619e+07,-81.6767
9.794434e+07,-82.0665
9.798248e+07,-81.6936
9.802063e+07,-80.9962
9.805878e+07,-81.1264
9.809692e+07,-81.2967
9.813507e+07,-81.0582
9.817322e+07,-80.9217
9.821136e+07,-80.4697
9.824951e+07,-80.4227
9.828766e+07,-80.2345
9.832581e+07,-79.7212
9.836395e+07,-79.6507
9.84021e+07,-79.1946
9.844025e+07,-79.2479
9.847839e+07,-79.539
9.851654e+07,-79.2257
9.855469e+07,-78.9692
9.859283e+07,-78.067
9.863098e+07,-77.7846
9.866913e+07,-78.1717
9.870728e+07,-78.5307
9.874542e+07,-78.1373
9.878357e+07,-78.3613
9.882172e+07,-77.6148
9.885986e+07,-76.8768
9.889801e+07,-77.1829
9.893616e+07,-77.546
9.89743e+07,-77.2922
9.901245e+07,-76.881
9.90506e+07,-76.5969
9.908875e+07,-76.1848
9.912689e+07,-76.0853
9.916504e+07,-75.9179
9.920319e+07,-76.3274
9.924133e+07,-76.2424
9.927948e+07,-76.007
9.931763e+07,-75.8118
9.935577e+07,-75.4761
9.939392e+07,-75.4438
9.943207e+07,-75.481
9.947021e+07,-75.5434
9.950836e+07,-75.454
9.954651e+07,-75.7712
9.958466e+07,-75.3393
9.96228e+07,-75.5212
9.966095e+07,-75.1675
9.96991e+07,-74.4461
9.973724e+07,-75.196
9.977539e+07,-75.0508
9.981354e+07,-74.6169
9.985168e+07,-74.5112
9.988983e+07,-74.212
9.992798e+07,-74.2324
9.996613e+07,-74.3643
1.000043e+08,-74.439
1.000424e+08,-74.1612
1.000806e+08,-73.865
1.001187e+08,-73.8832
1.001569e+08,-73.7663
1.00195e+08,-73.7432
1.002332e+08,-73.7351
1.002713e+08,-73.5703
1.003094e+08,-73.8868
1.003476e+08,-73.7709
1.003857e+08,-73.4103
1.004239e+08,-73.4883
1.00462e+08,-73.5395
1.005002e+08,-72.9914
1.005383e+08,-72.9555
1.005765e+08,-72.9257
1.006146e+08,-72.4624
1.006528e+08,-72.6567
1.006909e+08,-72.5245
1.007291e+08,-72.9653
1.007672e+08,-72.2287
1.008054e+08,-72.4419
1.008435e+08,-72.9378
1.008817e+08,-72.8002
1.009198e+08,-72.5763
1.009579e+08,-72.7475
1.009961e+08,-72.4184
1.010342e+08,-72.2837
1.010724e+08,-72.1767
1.011105e+08,-72.105
1.011487e+08,-71.8242
1.011868e+08,-71.6746
1.01225e+08,-72.2381
1.012631e+08,-72.5834
1.013013e+08,-71.8284
1.013394e+08,-72.0912
1.013776e+08,-72.1204
1.014157e+08,-72.105
1.014539e+08,-72.4684
1.01492e+08,-72.1575
1.015302e+08,-71.8306
1.015683e+08,-72.1334
1.016064e+08,-71.5335
1.016446e+08,-71.3297
1.016827e+08,-71.3756
1.017209e+08,-72.0136
1.01759e+08,-71.6806
1.017972e+08,-71.5948
1.018353e+08,-71.1588
1.018735e+08,-70.9897
1.019116e+08,-70.9031
1.019498e+08,-71.0701
1.019879e+08,-71.7801
1.020261e+08,-71.7535
1.020642e+08,-71.5933
1.021024e+08,-71.7169
1.021405e+08,-71.4242
1.021786e+08,-71.1616
1.022168e+08,-70.9605
1.022549e+08,-71.5927
1.022931e+08,-71.5781
1.023312e+08,-71.2948
1.023694e+08,-71.3793
1.024075e+08,-71.2664
1.024457e+08,-71.476
1.024838e+08,-70.7661
1.02522e+08,-70.5212
1.025601e+08,-70.5956
1.025983e+08,-70.8618
1.026364e+08,-71.022
1.026746e+08,-70.764
1.027127e+08,-70.4797
1.027509e+08,-70.7938
1.02789e+08,-71.0686
1.028271e+08,-70.6419
1.028653e+08,-70.5887
1.029034e+08,-70.6193
1.029416e+08,-70.4891
1.029797e+08,-70.9397
1.030179e+08,-70.4276
1.03056e+08,-70.2278
1.030942e+08,-71.0333
1.031323e+08,-70.9251
1.031705e+08,-70.5322
1.032086e+08,-70.2921
1.032468e+08,-70.3674
1.032849e+08,-70.5366
1.033231e+08,-70.8155
1.033612e+08,-70.9929
1.033994e+08,-70.8889
1.034375e+08,-70.5958
1.034756e+08,-70.612
1.035138e+08,-70.6504
1.035519e+08,-70.471
1.035901e+08,-70.2037
1.036282e+08,-69.7121
1.036664e+08,-70.5268
1.037045e+08,-70.665
1.037427e+08,-70.6709
1.037808e+08,-70.3268
1.03819e+08,-69.894
1.038571e+08,-69.9417
1.038953e+08,-70.2402
1.039334e+08,-70.5223
1.039716e+08,-70.7103
1.040097e+08,-70.5718
1.040479e+08,-70.4181
1.04086e+08,-70.0126
1.041241e+08,-70.4185
1.041623e+08,-70.6798
1.042004e+08,-70.636
1.042386e+08,-70.4965
1.042767e+08,-70.6932
1.043149e+08,-70.1906
1.04353e+08,-70.1953
1.043912e+08,-69.9875
1.044293e+08,-70.0414
1.044675e+08,-70.4666
1.045056e+08,-70.3611
1.045438e+08,-69.6818
1.045819e+08,-69.7951
1.046201e+08,-70.7906
1.046582e+08,-70.3312
1.046964e+08,-69.973
1.047345e+08,-70.6273
1.047726e+08,-70.7589
1.048108e+08,-70.5574
1.048489e+08,-70.2421
1.048871e+08,-69.9722
1.049252e+08,-70.2962
1.049634e+08,-70.0749
1.050015e+08,-70.4507
1.050397e+08,-70.0546
1.050778e+08,-69.6671
1.05116e+08,-70.6237
1.051541e+08,-70.7478
1.051923e+08,-70.5687
1.052304e+08,-70.4019
1.052686e+08,-70.2639
1.053067e+08,-70.3249
1.053448e+08,-70.2563
1.05383e+08,-70.2005
1.054211e+08,-70.5472
1.054593e+08,-70.9368
1.054974e+08,-70.7688
1.055356e+08,-70.699
1.055737e+08,-70.7992
1.056119e+08,-70.7028
1.0565e+08,-70.5571
1.056882e+08,-70.2093
1.057263e+08,-70.7686
1.057645e+08,-70.445
1.058026e+08,-70.3515
1.058408e+08,-70.4789
1.058789e+08,-70.4869
1.059171e+08,-71.0123
1.059552e+08,-70.8914
1.059933e+08,-70.5595
1.060315e+08,-70.6165
1.060696e+08,-71.3681
1.061078e+08,-71.3561
1.061459e+08,-71.2248
1.061841e+08,-70.6322
1.062222e+08,-70.417
1.062604e+08,-70.3793
1.062985e+08,-70.6617
1.063367e+08,-70.6
1.063748e+08,-70.8433
1.06413e+08,-70.8064
1.064511e+08,-70.2275
1.064893e+08,-70.2115
1.065274e+08,-70.1014
1.065656e+08,-70.4589
1.066037e+08,-70.3103
1.066418e+08,-71.035
1.0668e+08,-70.9797
1.067181e+08,-71.111
1.067563e+08,-71.0963
1.067944e+08,-70.8398
1.068326e+08,-70.8898
1.068707e+08,-71.305
1.069089e+08,-70.8785
1.06947e+08,-71.0504
1.069852e+08,-71.8658
1.070233e+08,-71.6376
1.070615e+08,-71.752
1.070996e+08,-71.5168
1.071378e+08,-71.0958
1.071759e+08,-71.1125
1.072141e+08,-71.3545
1.072522e+08,-71.5208
1.072903e+08,-71.2847
1.073285e+08,-71.2637
1.073666e+08,-71.1745
1.074048e+08,-71.3638
1.074429e+08,-71.647
1.074811e+08,-71.3911
1.075192e+08,-71.5425
1.075574e+08,-71.7581
1.075955e+08,-71.2588
1.076337e+08,-71.9018
1.076718e+08,-71.9765
1.0771e+08,-72.1203
1.077481e+08,-71.857
1.077863e+08,-71.8791
1.078244e+08,-72.2235
1.078625e+08,-71.9399
1.079007e+08,-72.2477
1.079388e+08,-72.2375
1.07977e+08,-72.392
1.080151e+08,-72.7391
1.080533e+08,-72.4077
1.080914e+08,-72.3328
1.081296e+08,-72.2225
1.081677e+08,-72.6289
1.082059e+08,-72.4253
1.08244e+08,-72.3017
1.082822e+08,-72.3646
1.083203e+08,-72.1601
1.083585e+08,-72.5384
1.083966e+08,-72.5232
1.084348e+08,-73.109
1.084729e+08,-73.2413
1.08511e+08,-73.0323
1.085492e+08,-72.8419
1.085873e+08,-72.4177
1.086255e+08,-72.5214
1.086636e+08,-73.175
1.087018e+08,-73.3581
1.087399e+08,-72.8586
1.087781e+08,-72.9638
1.088162e+08,-72.879
1.088544e+08,-73.1242
1.088925e+08,-73.2629
1.089307e+08,-73.2092
1.089688e+08,-73.2709
1.09007e+08,-73.6121
1.090451e+08,-73.8624
1.090833e+08,-73.6946
1.091214e+08,-73.7883
1.091595e+08,-74.1495
1.091977e+08,-74.1936
1.092358e+08,-73.8851
1.09274e+08,-73.75
1.093121e+08,-73.831
1.093503e+08,-74.3986
1.093884e+08,-74.6217
1.094266e+08,-74.1707
1.094647e+08,-74.2184
1.095029e+08,-73.3985
1.09541e+08,-73.1904
1.095792e+08,-74.049
1.096173e+08,-74.2435
1.096555e+08,-74.1706
1.096936e+08,-74.5178
1.097318e+08,-74.5878
1.097699e+08,-74.4469
1.09808e+08,-74.4133
1.098462e+08,-74.5605
1.098843e+08,-74.8286
1.099225e+08,-75.2117
1.099606e+08,-74.94
1.099988e+08,-74.5372
1.100369e+08,-74.7238
1.100751e+08,-74.825
1.101132e+08,-75.4418
1.101514e+08,-75.3238
1.101895e+08,-75.5646
1.102277e+08,-75.7387
1.102658e+08,-75.4818
1.10304e+08,-75.7793
1.103421e+08,-76.0191
1.103802e+08,-75.889
1.104184e+08,-76.2784
1.104565e+08,-76.8162
1.104947e+08,-76.1898
1.105328e+08,-75.4609
1.10571e+08,-76.1945
1.106091e+08,-76.2299
1.106473e+08,-76.1705
1.106854e+08,-76.2701
1.107236e+08,-76.477
1.107617e+08,-76.3482
1.107999e+08,-76.9051
1.10838e+08,-76.7776
1.108762e+08,-76.7381
1.109143e+08,-77.2634
1.109525e+08,-76.5943
1.109906e+08,-76.9736
1.110287e+08,-77.4214
1.110669e+08,-77.5971
1.11105e+08,-77.1117
1.111432e+08,-77.1167
1.111813e+08,-77.4411
1.112195e+08,-77.3587
1.112576e+08,-77.454
1.112958e+08,-77.7798
1.113339e+08,-78.1741
1.113721e+08,-78.2625
1.114102e+08,-78.4084
1.114484e+08,-78.0787
1.114865e+08,-78.4572
1.115247e+08,-78.4389
1.115628e+08,-78.4173
1.11601e+08,-78.9932
1.116391e+08,-79.0972
1.116772e+08,-78.7191
1.117154e+08,-78.7872
1.117535e+08,-79.0622
1.117917e+08,-79.3129
1.118298e+08,-79.3083
1.11868e+08,-79.894
1.119061e+08,-79.7779
1.119443e+08,-79.5507
1.119824e+08,-79.4307
1.120206e+08,-79.9316
1.120587e+08,-80.6696
1.120969e+08,-80.1722
1.12135e+08,-79.8916
1.121732e+08,-80.3721
1.122113e+08,-80.4914
1.122495e+08,-80.5801
1.122876e+08,-81.0035
1.123257e+08,-81.5452
1.123639e+08,-81.5788
1.12402e+08,-81.5392
1.124402e+08,-81.8199
1.124783e+08,-81.7017
1.125165e+08,-81.9969
1.125546e+08,-82.3155
1.125928e+08,-81.8438
1.126309e+08,-82.2385
1.126691e+08,-82.5729
1.127072e+08,-82.0815
1.127454e+08,-81.9019
1.127835e+08,-82.6822
1.128217e+08,-82.8931
1.128598e+08,-82.8692
1.128979e+08,-83.4406
1.129361e+08,-83.5317
1.129742e+08,-83.2791
1.130124e+08,-83.8437
1.130505e+08,-84.0517
1.130887e+08,-83.7693
1.131268e+08,-84.0951
1.13165e+08,-85.0309
1.132031e+08,-85.2642
1.132413e+08,-84.8724
1.132794e+08,-84.8015
1.133176e+08,-84.9649
1.133557e+08,-85.3435
1.133939e+08,-85.1652
1.13432e+08,-85.3672
1.134702e+08,-85.7078
1.135083e+08,-86.0653
1.135464e+08,-86.1913
1.135846e+08,-86.7838
1.136227e+08,-86.3138
1.136609e+08,-86.3927
1.13699e+08,-86.6514
1.137372e+08,-86.9298
1.137753e+08,-86.8493
1.138135e+08,-87.2316
1.138516e+08,-87.5122
1.138898e+08,-87.1281
1.139279e+08,-87.4062
1.139661e+08,-87.8294
1.140042e+08,-87.4748
1.140424e+08,-87.6879
1.140805e+08,-87.532
1.141187e+08,-87.6139
1.141568e+08,-87.4812
1.141949e+08,-87.597
1.142331e+08,-87.9463
1.142712e+08,-88.0173
1.143094e+08,-87.895
1.143475e+08,-87.4013
1.143857e+08,-87.7164
1.144238e+08,-87.8915
1.14462e+08,-87.333
1.145001e+08,-87.2708
1.145383e+08,-87.6039
1.145764e+08,-87.7127
1.146146e+08,-87.7674
1.146527e+08,-87.8133
1.146909e+08,-87.4754
1.14729e+08,-87.5498
1.147672e+08,-87.1835
1.148053e+08,-86.3925
1.148434e+08,-86.3377
1.148816e+08,-86.4222
1.149197e+08,-86.1228
1.149579e+08,-86.3189
1.14996e+08,-86.1764
1.150342e+08,-85.979
1.150723e+08,-85.3794
1.151105e+08,-85.898
1.151486e+08,-85.9319
1.151868e+08,-85.3351
1.152249e+08,-85.045
1.152631e+08,-85.1072
1.153012e+08,-84.6024
1.153394e+08,-84.7176
1.153775e+08,-84.3536
1.154156e+08,-84.3836
1.154538e+08,-84.1081
1.154919e+08,-84.3559
1.155301e+08,-84.0639
1.155682e+08,-83.8441
1.156064e+08,-83.7717
1.156445e+08,-83.6404
1.156827e+08,-83.3939
1.157208e+08,-83.3251
1.15759e+08,-83.5217
1.157971e+08,-83.1569
1.158353e+08,-82.9977
1.158734e+08,-82.562
1.159116e+08,-82.6213
1.159497e+08,-82.7145
1.159879e+08,-82.0933
1.16026e+08,-82.5187
1.160641e+08,-82.4507
1.161023e+08,-82.5827
1.161404e+08,-81.8427
1.161786e+08,-82.0585
1.162167e+08,-81.8349
1.162549e+08,-81.3963
1.16293e+08,-80.6521
1.163312e+08,-80.8559
1.163693e+08,-80.9283
1.164075e+08,-80.9009
1.164456e+08,-81.1509
1.164838e+08,-80.8493
1.165219e+08,-80.7168
1.165601e+08,-80.5096
1.165982e+08,-80.9599
1.166364e+08,-80.614
1.166745e+08,-80.4659
1.167126e+08,-80.1994
1.167508e+08,-80.1766
1.167889e+08,-80.1455
1.168271e+08,-79.9592
1.168652e+08,-80.2557
1.169034e+08,-79.8664
1.169415e+08,-79.9977
1.169797e+08,-79.7891
1.170178e+08,-79.231
1.17056e+08,-79.3379
1.170941e+08,-79.2185
1.171323e+08,-79.4501
1.171704e+08,-78.5052
1.172086e+08,-78.941
1.172467e+08,-79.1829
1.172849e+08,-78.9033
1.17323e+08,-78.7337
1.173611e+08,-79.2337
1.173993e+08,-78.9418
1.174374e+08,-78.548
1.174756e+08,-78.465
1.175137e+08,-78.5244
1.175519e+08,-78.5044
1.1759e+08,-78.1013
1.176282e+08,-78.3258
1.176663e+08,-78.5743
1.177045e+08,-78.6609
1.177426e+08,-78.1432
1.177808e+08,-78.2703
1.178189e+08,-78.3142
1.178571e+08,-77.9329
1.178952e+08,-78.0204
1.179333e+08,-78.1963
1.179715e+08,-77.908
1.180096e+08,-77.7463
1.180478e+08,-77.7527
1.180859e+08,-77.3569
1.181241e+08,-77.0653
1.181622e+08,-77.4842
1.182004e+08,-77.0089
1.182385e+08,-77.4093
1.182767e+08,-77.4188
1.183148e+08,-77.2432
1.18353e+08,-77.7174
1.183911e+08,-77.8392
1.184293e+08,-77.7031
1.184674e+08,-77.2164
1.185056e+08,-76.7328
1.185437e+08,-76.4946
1.185818e+08,-76.6066
1.1862e+08,-77.1157
1.186581e+08,-77.0839
1.186963e+08,-76.7838
1.187344e+08,-76.3327
1.187726e+08,-76.7274
1.188107e+08,-76.3649
1.188489e+08,-76.226
1.18887e+08,-76.1269
1.189252e+08,-76.1033
1.189633e+08,-76.3765
1.190015e+08,-76.6777
1.190396e+08,-76.2338
1.190778e+08,-76.5584
1.191159e+08,-77.0036
1.191541e+08,-76.8234
1.191922e+08,-76.7811
1.192303e+08,-76.5619
1.192685e+08,-76.1446
1.193066e+08,-76.2402
1.193448e+08,-76.5411
1.193829e+08,-75.7573
1.194211e+08,-76.0527
1.194592e+08,-76.2129
1.194974e+08,-76.2015
1.195355e+08,-75.8536
1.195737e+08,-75.6212
1.196118e+08,-75.5513
1.1965e+08,-75.7278
1.196881e+08,-75.8204
1.197263e+08,-75.8035
1.197644e+08,-76.0137
1.198026e+08,-75.8428
1.198407e+08,-75.8854
1.198788e+08,-76.1144
1.19917e+08,-75.9451
1.199551e+08,-76.1831
1.199933e+08,-75.8624
1.200314e+08,-75.3335
1.200696e+08,-75.6238
1.201077e+08,-75.5246
1.201459e+08,-75.364
1.20184e+08,-75.4547
1.202222e+08,-75.395
1.202603e+08,-75.5176
1.202985e+08,-76.0561
1.203366e+08,-75.5037
1.203748e+08,-75.3128
1.204129e+08,-75.4671
1.20451e+08,-75.5047
1.204892e+08,-75.4786
1.205273e+08,-75.5549
1.205655e+08,-75.3231
1.206036e+08,-75.3877
1.206418e+08,-75.4358
1.206799e+08,-75.1189
1.207181e+08,-75.473
1.207562e+08,-75.8061
1.207944e+08,-76.1857
1.208325e+08,-75.3204
1.208707e+08,-74.9019
1.209088e+08,-75.8055
1.20947e+08,-75.5578
1.209851e+08,-75.1833
1.210233e+08,-75.5357
1.210614e+08,-75.5188
1.210995e+08,-75.1125
1.211377e+08,-74.6154
1.211758e+08,-74.7097
1.21214e+08,-75.1841
1.212521e+08,-75.5295
1.212903e+08,-75.6169
1.213284e+08,-75.6226
1.213666e+08,-75.2955
1.214047e+08,-75.3476
1.214429e+08,-74.946
1.21481e+08,-75.3226
1.215192e+08,-75.2945
1.215573e+08,-74.7115
1.215955e+08,-74.8435
1.216336e+08,-75.2264
1.216718e+08,-75.0231
1.217099e+08,-74.9412
1.21748e+08,-75.2522
1.217862e+08,-75.3876
1.218243e+08,-75.2831
1.218625e+08,-74.9179
1.219006e+08,-75.1719
1.219388e+08,-75.3211
1.219769e+08,-74.7422
1.220151e+08,-74.9209
1.220532e+08,-75.2553
1.220914e+08,-75.5691
1.221295e+08,-75.2371
1.221677e+08,-75.1102
1.222058e+08,-74.9237
1.22244e+08,-75.2859
1.222821e+08,-75.8123
1.223203e+08,-74.9583
1.223584e+08,-75.1549
1.223965e+08,-75.3218
1.224347e+08,-75.6462
1.224728e+08,-75.1623
1.22511e+08,-75.1215
1.225491e+08,-75.2857
1.225873e+08,-75.0742
1.226254e+08,-74.8513
1.226636e+08,-74.901
1.227017e+08,-75.3392
1.227399e+08,-75.4754
1.22778e+08,-75.3932
1.228162e+08,-75.6896
1.228543e+08,-74.9639
1.228925e+08,-73.8996
1.229306e+08,-74.5216
1.229688e+08,-74.8296
1.230069e+08,-75.0283
