LECROYWP804HD,2603,Waveform
Segments,1,SegmentSize,8652
Segment,TrigTime,TimeSinceSegment1
#1,02-Oct-2023 05:41:26,0                 
Time,Ampl
1.115997e+07,-81.3919
1.119812e+07,-81.7188
1.123627e+07,-81.7414
1.127441e+07,-81.1938
1.131256e+07,-80.7805
1.135071e+07,-80.8522
1.138885e+07,-81.1771
1.1427e+07,-81.226
1.146515e+07,-81.0578
1.15033e+07,-81.0581
1.154144e+07,-81.2497
1.157959e+07,-81.3391
1.161774e+07,-80.8094
1.165588e+07,-80.882
1.169403e+07,-80.447
1.173218e+07,-80.6352
1.177032e+07,-80.6708
1.180847e+07,-80.8929
1.184662e+07,-80.667
1.188477e+07,-80.7747
1.192291e+07,-81.2382
1.196106e+07,-80.9447
1.199921e+07,-80.5559
1.203735e+07,-79.9054
1.20755e+07,-80.0224
1.211365e+07,-80.75
1.215179e+07,-80.5566
1.218994e+07,-80.2727
1.222809e+07,-80.5701
1.226624e+07,-80.7309
1.230438e+07,-80.7468
1.234253e+07,-80.0818
1.238068e+07,-79.9363
1.241882e+07,-79.7364
1.245697e+07,-79.4468
1.249512e+07,-80.0032
1.253326e+07,-80.0827
1.257141e+07,-79.6532
1.260956e+07,-79.8574
1.264771e+07,-80.152
1.268585e+07,-79.7993
1.2724e+07,-79.466
1.276215e+07,-79.3351
1.280029e+07,-79.5116
1.283844e+07,-79.6203
1.287659e+07,-79.8028
1.291473e+07,-79.8521
